category,institution,quarter,quarter_end_date,stock_ticker,stock_company,action,value_change_usd_mn,pct_change,notes,timing_known
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,UNP,Union Pacific,New Position,,,铁路资产稀缺性新仓，5.76%,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,CMG,Chipotle Mexican Grill,New Position,,,消费品牌新仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,CEG,Constellation Energy,New Position,,,核电/AI电力需求新仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,SPOT,Spotify,New Position,,,流媒体平台新仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,PGR,Progressive Corp,New Position,,,保险板块新仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,VST,Vistra Energy,Added,,,电力/能源加仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,CRH,CRH plc,Added,,,建材基础设施加仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,PCG,PG&E Corporation,Held,,0,最大持仓7.59%,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,META,Meta Platforms,Exited,,-100,2季度买入后完全清仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,FLUT,Flutter Entertainment,Exited,,-100,游戏清仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q4 2025,2025-12-31,APO,Apollo Global,Exited,,-100,另类资产管理清仓,披露日: 2026-02-17
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,MSFT,Microsoft,Exited,-447.3,-100,最大加仓，Azure AI平台；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,NSC,Norfolk Southern,Reduced,-252.8,-89.7,铁路价值标的：运营扰动后入场；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,AMZN,Amazon.com,Reduced,-95.7,-10.4,小幅加仓，6.9%仓位；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,PCG,PG&E Corporation,Reduced,,,小幅减仓，仍为最大持仓8.4%,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,CEG,Constellation Energy,Exited,-167.8,-100,核电/AI电力需求持续看好；已按 EDGAR 校正,披露日: 2026-05-15
13F Hedge Funds,Third Point,Q1 2026,2026-03-31,SPOT,Spotify,Exited,-58.1,-100,流媒体持仓维持；已按 EDGAR 校正,披露日: 2026-05-15
Alternative Assets,Blackstone,Q4 2025,2025-12-31,DATA CENTER,AI/数据中心基础设施,New Position,,,私募市场：数据中心收购加速,披露日: 2026-02-17
Alternative Assets,Blackstone,Q1 2026,2026-03-31,DATA CENTER,AI/数据中心基础设施,Added,,,持续部署，管理资产规模$1.3万亿,披露日: 2026-05-15
Alternative Assets,Blackstone,Q1 2026,2026-03-31,HEALTHCARE,医疗教育PE,Added,,,医疗教育私募投资,披露日: 2026-05-15
Alternative Assets,KKR,Q4 2025,2025-12-31,PRIVATE CREDIT,私募信贷,Added,,,扩大私募信贷规模（$7440亿AUM）,披露日: 2026-02-17
Alternative Assets,KKR,Q1 2026,2026-03-31,DATA CENTER,AI/数据中心基础设施,New Position,,,PE复兴：主导数据中心收购,披露日: 2026-05-15
Alternative Assets,KKR,Q1 2026,2026-03-31,PRIVATE CREDIT,私募信贷,Added,,,信贷策略持续扩张,披露日: 2026-05-15
Alternative Assets,Apollo Global Management,Q4 2025,2025-12-31,PRIVATE CREDIT,私募信贷,Added,,,信贷为主策略（$7850亿AUM）,披露日: 2026-02-17
Alternative Assets,Apollo Global Management,Q1 2026,2026-03-31,DATA CENTER,AI/数据中心基础设施,New Position,,,AI基础设施投资,披露日: 2026-05-15
Alternative Assets,Apollo Global Management,Q1 2026,2026-03-31,PRIVATE CREDIT,私募信贷,Added,,,信贷规模持续扩张,披露日: 2026-05-15
Long Only Asset Managers,Vanguard,Q4 2025,2025-12-31,NVDA,NVIDIA,Held,,0,最大持仓6.13%，组合总值$6.9万亿,披露日: 2026-01-29
Long Only Asset Managers,Vanguard,Q4 2025,2025-12-31,AAPL,Apple,Held,,0,第二大持仓5.62%,披露日: 2026-01-29
Long Only Asset Managers,Vanguard,Q4 2025,2025-12-31,MSFT,Microsoft,Held,,0,第三大持仓5.03%,披露日: 2026-01-29
Long Only Asset Managers,Vanguard,Q4 2025,2025-12-31,AMZN,Amazon.com,Held,,0,第四大持仓2.83%,披露日: 2026-01-29
Long Only Asset Managers,Vanguard,Q4 2025,2025-12-31,AVGO,Broadcom,Held,,0,第五大持仓2.42%,披露日: 2026-01-29
Long Only Asset Managers,Vanguard,Q1 2026,2026-03-31,NVDA,NVIDIA,Held,,,被动指数，反映指数权重变化,披露日: 2026-05-15
Long Only Asset Managers,Vanguard,Q1 2026,2026-03-31,AAPL,Apple,Held,,,被动指数，$6.9万亿规模,披露日: 2026-05-15
Long Only Asset Managers,Vanguard,Q1 2026,2026-03-31,MSFT,Microsoft,Held,,,被动指数持仓,披露日: 2026-05-15
AI Core Holdings,NVIDIA,Q4 2025,2025-12-31,NVDA,NVIDIA Corp,Smart Money Buy,,,Millennium +$2B; Bridgewater +54%; Goldman持有; JPMorgan最大仓位$91B,披露日: 2026-02-17
AI Core Holdings,NVIDIA,Q1 2026,2026-03-31,NVDA,NVIDIA Corp,Smart Money Buy,,,Goldman +$7.7B; JPMorgan +$13B; RenTec加仓; Berkshire+GOOGL; Point72持续加仓,披露日: 2026-05-15
AI Core Holdings,Alphabet,Q4 2025,2025-12-31,GOOGL,Alphabet Class A,Mixed Signal,,,Berkshire+225% GOOGL；Bridgewater -40%；Appaloosa +29%；RenTec -$723M,披露日: 2026-02-17
AI Core Holdings,Alphabet,Q1 2026,2026-03-31,GOOGL,Alphabet Class A,Mixed Signal,,,Pershing Square -95%；Citadel +$1.7B；Third Point持仓；Morgan Stanley +$1.7B,披露日: 2026-05-15
Core Smart Money,BlackRock,Q2 2026,2026-06-30,MU,Micron,Added,86127.9,1.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,AMD,AMD,Added,57658.4,3.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,NVDA,Nvidia,Added,52516.9,0.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,AAPL,Apple,Added,46435.2,1.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,INTC,Intel,Reduced,39788.1,-4.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,GOOGL,Alphabet A,Added,36204.0,3.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,AMAT,Applied Materials,Added,31000.8,1.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,AVGO,Broadcom,Added,30977.5,3.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,LRCX,Lam Research,Reduced,29162.9,-0.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,GOOG,Alphabet C,Added,26070.2,1.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,AMZN,Amazon,Added,25517.0,1.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,LLY,Eli Lilly,Added,19850.9,1.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,KLAC,KLA Corporation,Added,19528.6,901.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,MRVL,Marvell Technology,Added,19188.0,34.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,SNDK,SanDisk,Reduced,16799.0,-1.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,PANW,Palo Alto Networks,Added,14221.3,4.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,CAT,Caterpillar,Added,14112.4,2.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,CSCO,Cisco Systems,Reduced,13793.0,-1.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,TSLA,Tesla,Added,12729.9,2.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,UNH,UnitedHealth,Added,12067.0,4.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,WDC,Western Digital,Reduced,11372.9,-7.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,HON,Honeywell International,Exited,-11047.4,-100,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,IVV,iShares Core S&P 500 ETF,Added,9639.9,1.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,SPCX,SpaceX,New Position,9355.5,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,STX,Seagate Technology,Added,9043.9,6.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,XOM,Exxon Mobil,Added,-8989.7,3.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,TXN,Texas Instruments,Added,8781.9,1.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,NFLX,Netflix,Added,-8401.4,0.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,CRWD,CrowdStrike,Added,8327.4,2.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,GLW,Corning,Reduced,7820.9,-0.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,GE,GE Aerospace,Reduced,7560.9,-1.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,GEV,GE Vernova,Added,7331.0,4.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,MSFT,Microsoft,Added,6908.8,2.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,DELL,Dell Technologies,Reduced,6333.5,-2.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,JPM,JPMorgan,Reduced,6263.1,-0.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,V,Visa,Added,6070.5,1.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,PLTR,Palantir,Added,-5509.7,0.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,ALAB,Astera Labs,Added,5354.7,19.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,HONA,Honeywell Aerospace,New Position,5253.3,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,BlackRock,Q2 2026,2026-06-30,HON,Honeywell International,New Position,5100.1,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-07
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,MU,Micron,Added,24513.0,63.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,AMD,AMD,Added,16992.7,66.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,GOOG,Alphabet C,Added,15692.8,15.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,NVDA,Nvidia,Added,13657.5,0.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,GOOGL,Alphabet A,Added,13109.2,29.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,LRCX,Lam Research,Added,12081.1,38.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,AVGO,Broadcom,Added,8458.8,3.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,AMAT,Applied Materials,Added,8054.5,182.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,GLW,Corning,Added,7683.0,203.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,AAPL,Apple,Reduced,7326.4,-1.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,SNDK,SanDisk,Added,7263.5,175.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,WDC,Western Digital,Reduced,6679.8,-2.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,AMZN,Amazon,Reduced,6390.5,-0.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,SPY,SPDR S&P 500 ETF Trust,Added,6370.4,4.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,QQQ,Invesco QQQ Trust,Added,6195.1,137.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,XOM,Exxon Mobil,Reduced,-5907.7,-24.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,CAT,Caterpillar,Added,5606.2,149.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,INTC,Intel,Added,5293.8,54.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,PANW,Palo Alto Networks,Added,5130.6,61.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,CRWD,CrowdStrike,Added,4709.1,127.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,INTU,Intuit,Reduced,-4338.8,-63.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,SPY,SPDR S&P 500 ETF Trust,Reduced,-4188.0,-44.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,MSFT,Microsoft,Added,4186.7,6.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,WMT,Walmart,Reduced,-4087.9,-21.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,DELL,Dell Technologies,Added,3820.0,238.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,UNH,UnitedHealth,Added,3498.8,6.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,LLY,Eli Lilly,Reduced,3349.8,-8.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,MRVL,Marvell Technology,Added,3347.6,138.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,TSM,TSMC ADR,Reduced,3253.6,-0.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,MCD,McDonald's,Reduced,-3088.9,-15.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,CSCO,Cisco Systems,Added,3001.8,36.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,STX,Seagate Technology,Reduced,2623.9,-21.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,INSM,Insmed,Reduced,-2610.5,-56.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,NFLX,Netflix,Reduced,-2582.8,-29.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,SPCX,SpaceX,New Position,2555.4,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,MS,Morgan Stanley,Added,2491.1,1.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,SCHW,Charles Schwab,Reduced,-2420.4,-33.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,GE,GE Aerospace,Added,2407.3,21.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,GS,Goldman Sachs,Added,2374.3,11.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,JPMorgan Chase,Q2 2026,2026-06-30,CME,CME Group,Reduced,-2372.7,-52.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-12
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,MU,Micron,Added,15630.4,9.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,NVDA,Nvidia,Added,11504.9,3.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,AMD,AMD,Added,9270.3,2.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,GOOGL,Alphabet A,Reduced,8285.1,-0.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,AAPL,Apple,Reduced,8157.6,-0.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,AMZN,Amazon,Added,6529.1,3.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,AVGO,Broadcom,Added,6353.9,4.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,INTC,Intel,Added,6207.0,13.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,AMAT,Applied Materials,Added,5729.6,14.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,LLY,Eli Lilly,Added,5263.5,5.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,GOOG,Alphabet C,Added,5031.4,1.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,PANW,Palo Alto Networks,Reduced,4861.7,-8.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,LRCX,Lam Research,Added,4274.3,1.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,HON,Honeywell International,Exited,-4165.5,-100,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,SNDK,SanDisk,Reduced,3654.8,-15.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,CSCO,Cisco Systems,Added,3412.8,3.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,IVV,iShares Core S&P 500 ETF,Added,3202.4,5.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,QQQ,Invesco QQQ Trust,Reduced,3145.6,-1.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,WDC,Western Digital,Added,3056.9,2.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,STX,Seagate Technology,Reduced,2690.8,-0.8,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,CAT,Caterpillar,Added,2678.3,0.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,TSM,TSMC ADR,Added,2577.7,7.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,KLAC,KLA Corporation,Added,2552.9,865.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,VOO,Vanguard S&P 500 ETF,Added,2529.7,2.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,NFLX,Netflix,Added,-2400.3,0.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,CRWD,CrowdStrike,Reduced,2396.0,-1.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,SPCX,SpaceX,New Position,2312.2,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,CRM,Salesforce,Reduced,-2260.9,-26.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,SPY,SPDR S&P 500 ETF Trust,Reduced,-2230.6,-20.3,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,XOM,Exxon Mobil,Added,-2180.1,1.9,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,HON,Honeywell International,New Position,2156.6,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,UNH,UnitedHealth,Reduced,2100.4,-1.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,ETHA,iShares Ethereum Trust,Added,2071.2,299.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,HONA,Honeywell Aerospace,New Position,2053.1,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,MCK,McKesson,Added,2019.3,130.7,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,DELL,Dell Technologies,Added,1961.2,6.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,V,Visa,Reduced,1871.6,-0.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,IEMG,iShares Core MSCI EM ETF,Added,1820.3,1.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,MRVL,Marvell Technology,Added,1808.5,10.4,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
Core Smart Money,Morgan Stanley,Q2 2026,2026-06-30,JPM,JPMorgan,Reduced,1798.3,-2.1,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,META,Meta Platforms,Added,994.7,698.5,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,NVDA,Nvidia,Added,978.2,180.6,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,INTC,Intel,Reduced,695.8,-1.0,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,GOOGL,Alphabet A,Added,672.2,327.2,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
13F Hedge Funds,Renaissance Technologies,Q2 2026,2026-06-30,CRWD,CrowdStrike,New Position,571.6,,EDGAR 13F 自动生成，待人工复核,披露日: 2026-08-13
